,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
1,,34.200556,-118.358611,Burbank-Glendale-Pasadena Airport ,,wikivoyage,red,"2627 N. Hollywood Way, Burbank ",https://hollywoodburbankairport.com/ ,Filming locations and places featured on the show_California_Filming locations,"The scenes from ""[[#Q8685","(34.200556, -118.358611)",,,,,,,,,"(34.200556, -118.358611)"
0,,33.800278,-117.882778,Anaheim Stadium ,,wikivoyage,red,"2000 E. Gene Autry Way, [[Anaheim]] ",https://www.mlb.com/angels/ballpark ,Filming locations and places featured on the show_California_Filming locations,"Three scenes that were set in the Yankees' locker room — the ones from ""The Chaperone"" where George talks to Buck Showalter about cotton uniforms and advises Danny Tartabull on his swing, and the one with Kramer and Paul O'Neill in ""The Wink"" — were instead filmed in the visiting team locker room at the Anaheim Angels' home stadium. (The former two were actually filmed ''during'' a Yankees-Angels game in July 1994.) ","(33.800278, -117.882778)",,,,,,,,,"(33.800278, -117.882778)"
3,,34.148697,-118.337561,Warner Bros. Studios ,,wikivoyage,red,"3400 Riverside Drive, [[Burbank]] ",https://www.wbstudiotour.com/ ,Filming locations and places featured on the show_California_Filming locations,"All the exterior scenes set in the fictional Latham, [[Massachusetts]] — where the gang was booked for violating the local ""good samaritan"" law in ""The Finale"" — were filmed on the Warner Bros. backlot. Stage 4 is also where Kramer's [[#""The Keys"" and ""The Trip""","(34.148697, -118.337561)",,,,,,,,,"(34.148697, -118.337561)"
2,,34.086111,-118.328056,Red Studios Hollywood ,,wikivoyage,red,"846 N. Cahuenga Blvd., Hollywood ",https://www.redstudioshollywood.com/ ,Filming locations and places featured on the show_California_Filming locations,"The pilot episode of ''Seinfeld'' was shot at this small ""rental studio"" that's most famous as the place where ''I Love Lucy'' was filmed, back when the place was still called '''Desilu Studios'''.","(34.086111, -118.328056)",,,,,,,,,"(34.086111, -118.328056)"
1,,34.085432,-118.318992,Paramount Studios ,,wikivoyage,red,"5555 Melrose Ave., [[Hollywood]] ",http://www.paramountstudios.com/ ,Filming locations and places featured on the show_California_Filming locations,"After the 1994 Northridge earthquake damaged much of the CBS studio lot, there was talk of moving production of ''Seinfeld'' here. That didn't end up happening, but you'll still see Paramount's ""New York street"" from time to time on later seasons of the show (most notably, the chase scene in ""The Rye""). Unlike CBS, they offer a [http://www.paramountstudiotour.com/ two-hour tour] where you can see the sets for yourself.","(34.085432, -118.318992)",,,,,,,,,"(34.085432, -118.318992)"
0,,34.144692,-118.391008,CBS Studio Center ,,wikivoyage,red,"4024 Radford Ave., [[Studio City]] ",http://www.cbssc.com/ ,Filming locations and places featured on the show_California_Filming locations,"This is where most of the show was filmed: on Stage 19 for the first three seasons, and on the much larger Stage 9 thereafter, as the number of different sets (and the popularity of the show) had grown substantially. In addition, many exterior scenes were filmed on the ""New York Street"" set between Stages 14 and 15.","(34.144692, -118.391008)",,,,,,,,,"(34.144692, -118.391008)"
11,,40.826944,-73.928056,Yankee Stadium ,,wikivoyage,red,"161st St. and River Ave., The Bronx ",http://newyork.yankees.mlb.com/ ,Filming locations and places featured on the show_New York City_Outer boroughs,"Home of the New York Yankees, George's employer during the sixth, seventh, and most of the eighth season. The Yankee Stadium where George worked was torn down in 2009-10 and is now a park; the baseball team now plays in a new, identically named building on the other side of 161st Street.","(40.826944, -73.928056)",,,,,,,,,"(40.826944, -73.928056)"
10,,40.694035,-73.984233,Visiting Nurses Association of Brooklyn ,,wikivoyage,red,"15 Metrotech Center, [[Brooklyn/Downtown", ,Filming locations and places featured on the show_New York City_Outer boroughs,"Stand-in for the County Blood Bank, where a hike in service fees leads Kramer to angrily take his business (of stockpiling his own blood, ""just in case”) elsewhere.","(40.694035, -73.984233)",,,,,,,,,"(40.694035, -73.984233)"
9,,40.719444,-73.953611,Russian Orthodox Cathedral of the Transfiguration of Our Lord ,,wikivoyage,red,"228 N. 12th St., [[Brooklyn/Williamsburg",http://www.roct.org/ ,Filming locations and places featured on the show_New York City_Outer boroughs,"Stand-in for the Latvian Orthodox church where George attempts to convert to win back a woman who left him, and Kramer discovers his ''kavorka'', almost tempting a clergywoman into giving up her faith.","(40.719444, -73.953611)",,,,,,,,,"(40.719444, -73.953611)"
8,,40.583138,-73.815336,[[Queens/The Rockaways,,wikivoyage,red,Queens , ,Filming locations and places featured on the show_New York City_Outer boroughs,"An ersatz driving range for Kramer, and the site of ""marine biologist"" George's daring rescue of a beached whale. ""The sea was angry that day, my friends...""","(40.583138, -73.815336)",,,,,,,,,"(40.583138, -73.815336)"
7,,40.750653,-73.940344,Queensboro Plaza Station ,,wikivoyage,red,"27th St. and Queens Plaza, Long Island City, Queens ", ,Filming locations and places featured on the show_New York City_Outer boroughs,Supposedly the home of the best gyros in the New York City subway system — the tzatziki sauce from which stained one of the issues of Frank Costanza's beloved ''TV Guide'' magazine collection.,"(40.750653, -73.940344)",,,,,,,,,"(40.750653, -73.940344)"
6,,40.77725,-73.872611,LaGuardia Airport ,,wikivoyage,red,"LaGuardia Rd. and 94th St., [[Queens/Flushing-Northeast",https://www.laguardiaairport.com/ ,Filming locations and places featured on the show_New York City_Outer boroughs,"Site of the Diplomat's Club, where Kramer won and then lost thousands of dollars betting on the arrival times of incoming flights (at one point putting up David Berkowitz's mail bag, a keepsake of Newman's, as collateral).","(40.77725, -73.872611)",,,,,,,,,"(40.77725, -73.872611)"
5,,40.639722,-73.778889,[[John F. Kennedy International Airport]] ,,wikivoyage,red, , ,Filming locations and places featured on the show_New York City_Outer boroughs,"Where, while waiting to pick up Jerry from a flight coming in from [[St. Louis]], George taunts a convict under police escort and Kramer confronts an old acquaintance who borrowed money from him 20 years ago and never repaid it — both with disastrous results.","(40.639722, -73.778889)",,,,,,,,,"(40.639722, -73.778889)"
4,,40.6207,-73.9592,Edward R. Murrow High School ,,wikivoyage,red,"1600 Avenue L, [[Brooklyn/Bedford-Stuyvesant and Flatbush",https://www.ermurrowhs.org/ ,Filming locations and places featured on the show_New York City_Outer boroughs,"The real Jerry Seinfeld attended Massapequa High School on Long Island, but apparently TV Jerry was a graduate of this school where he returns in Season 9 to do a presentation on Career Day, only to get ""bumped"" by a fire drill.","(40.6207, -73.9592)",,,,,,,,,"(40.6207, -73.9592)"
3,,40.683506,-73.995189,D'Amico Fresh Roasted Coffee ,,wikivoyage,red,"309 Court St., Carroll Gardens, Brooklyn ",http://www.damico1948.com/ ,Filming locations and places featured on the show_New York City_Outer boroughs,"Where Elaine buys George a bag of expensive coffee, which he misinterprets as ""stickin' it to [him] that she makes more money than [him]"".","(40.683506, -73.995189)",,,,,,,,,"(40.683506, -73.995189)"
2,,40.749886,-73.847033,Arthur Ashe Stadium ,,wikivoyage,red,[[Queens/Flushing-Northeast,https://www.usopen.org/index.html ,Filming locations and places featured on the show_New York City_Outer boroughs,"Site of the US Open tennis tournament, where Jerry becomes infatuated with a deaf lineswoman, George is shown on TV at the concession stand with ice cream all over his face, and Kramer injures Monica Seles in her big comeback match while working as a ""ball boy"".","(40.749886, -73.847033)",,,,,,,,,"(40.749886, -73.847033)"
1,,40.682111,-73.99475,329 Union St. ,,wikivoyage,red,[[Brooklyn/Gowanus and Red Hook, ,Filming locations and places featured on the show_New York City_Outer boroughs,"The apartment of Mr. Peterman's ailing mother, to whom George entrusts the secret of his ATM code.","(40.682111, -73.99475)",,,,,,,,,"(40.682111, -73.99475)"
0,,40.773021,-73.908266,22–37 37th St. ,,wikivoyage,red,"Astoria, Queens ", ,Filming locations and places featured on the show_New York City_Outer boroughs,"Home of the neurotic, bickering Frank and Estelle Costanza — and their son George too, for most of season 5.","(40.773021, -73.908266)",,,,,,,,,"(40.773021, -73.908266)"
23,,40.7152,-74.0013,Louis J. Lefkowitz State Office Building ,,wikivoyage,red,"80 Centre St., Civic Center ", ,Filming locations and places featured on the show_New York City_Manhattan,"Elaine heads here in ""The Pilot"" to file an ""equal employment opportunity"" complaint against Monk's Cafe for only hiring large-breasted waitresses (still another continuity error; the EEOC is a federal agency and thus the complaint would not have been heard at the state level); also where Kramer picked up his ""ASSMAN"" vanity license plates in ""The Fusilli Jerry"". The Lefkowitz Building is now home to the New York City Marriage Licensing Bureau, and under threat of demolition.","(40.7152, -74.0013)",,,,,,,,,"(40.7152, -74.0013)"
22,,40.715995,-74.000834,Manhattan Criminal Court ,,wikivoyage,red,"100 Centre St., [[Manhattan/Chinatown",http://www.nycourts.gov/courts/nyc/criminal/ ,Filming locations and places featured on the show_New York City_Manhattan,"Where Newman's attempt to talk his way out of a traffic ticket is derailed by Kramer, who's still reeling from the concussion ""Crazy"" Joe Davola gave him in ""The Pitch"", and where Jackie Chiles cribs from Johnnie Cochran's ""if the glove doesn't fit"" defense in ""The Caddy"", with disastrous results for Kramer's lawsuit against the ""braless wonder"", Sue Ellen Mischke.","(40.715995, -74.000834)",,,,,,,,,"(40.715995, -74.000834)"
21,,40.7196,-74.0066,FDNY Hook & Ladder Company 8 ,,wikivoyage,red,"14 N. Moore St., [[Manhattan/TriBeCa", ,Filming locations and places featured on the show_New York City_Manhattan,"In ""The Secret Code"", Kramer stops by to share his favorite shortcuts through Greenwich Village and the West Side, only to demonstrate his knowledge of the street grid firsthand behind the wheel of a fire truck en route to a burning building. Outside the ''Seinfeld'' universe, Hook & Ladder No. 8 is best known as the ''Ghostbusters''<nowiki>'</nowiki> firehouse headquarters. ","(40.7196, -74.0066)",,,,,,,,,"(40.7196, -74.0066)"
20,,40.723306,-74.006391,New York State Department of Labor ,,wikivoyage,red,"75 Varick St., SoHo ", ,Filming locations and places featured on the show_New York City_Manhattan,"Where George offers to take his unemployment officer's unattractive daughter on a date to avoid getting his benefits cut off, only to get dumped at the end. (""You've got no job, you've got no prospects. You're like Biff Loman."")","(40.723306, -74.006391)",,,,,,,,,"(40.723306, -74.006391)"
19,,40.724429,-74.003151,Country Cafe ,,wikivoyage,red,"69 Thompson St., [[Manhattan/SoHo", ,Filming locations and places featured on the show_New York City_Manhattan,"""You call yourself a lifesaver; I call you Pimple Popper, M.D.!"" Site of Jerry's ""revenge date"" with Sara, a dermatologist who, on an earlier date, had made Jerry feel ""like if [he doesn't] save lives, [he's] worthless"". Country Cafe closed in 2010, but the current occupant of the space — classy French bistro '''[http://vinetfleurs.com/ Vin et Fleurs]''' — is still a great choice for all your revenge-dating needs.","(40.724429, -74.003151)",,,,,,,,,"(40.724429, -74.003151)"
18,,40.725342,-73.983332,Gladiator's Gym ,,wikivoyage,red,"503 E. 6th St., East Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"Where Izzy Mandelbaum, an acquaintance of Morty and Helen's, takes Jerry ""aboard the pain train"" as his trash-talking personal trainer. Long closed, the site now handles ""doughboys"" of a different type as '''Carma East''', a ''dim sum'' restaurant.","(40.725342, -73.983332)",,,,,,,,,"(40.725342, -73.983332)"
17,,40.726538,-73.990582,Paradise Twin Theater ,,wikivoyage,red,"64 E. 4th St., East Village ",http://iatitheater.org/ ,Filming locations and places featured on the show_New York City_Manhattan,"In ""The Movie"", the gang head to this downtown movie house to catch ''CheckMate'', but — stuck at the end of a long, slow line — they give up and end up seeing ''Rochelle, Rochelle'' (""a young woman's strange, erotic journey from [[Milan]] to [[Minsk]]"").","(40.726538, -73.990582)",,,,,,,,,"(40.726538, -73.990582)"
16,,40.728905,-73.993634,Rudy's Antique Boutique ,,wikivoyage,red,"714 Broadway, East Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"The vintage shop to whom Kramer sells a bunch of old clothes: a parcel of ""Executives"", a beltless trenchcoat invented by Morty Seinfeld in the 1960s, and a trunk of Frank Constanza's moth-infested ""cabana wear"". Later on a tag from Rudy's, torn out of Kramer's shirt, served as the crucial evidence leading to his arrest for dognapping in ""The Engagement"". Closed sometime between 2005 and 2011, now a vacant storefront.","(40.728905, -73.993634)",,,,,,,,,"(40.728905, -73.993634)"
15,,40.728971,-74.00228,Da Silvano ,,wikivoyage,red,"260 Sixth Ave., Greenwich Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"Venue of Ellen's birthday dinner with Jerry in ""The Van Buren Boys"", which aggravates Jerry's suspicion that she may be ""a loser"": why is she not out celebrating with her friends on her birthday? Closed in 2016, now vacant.","(40.728971, -74.00228)",,,,,,,,,"(40.728971, -74.00228)"
14,,40.729082,-73.993494,Ricky Pharmacy ,,wikivoyage,red,"720 Broadway, East Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"Fed up with his constipation in ""The Pilot"", Kramer finally stops in here to pick up ""the dreaded apparatus"". Now closed and vacant.","(40.729082, -73.993494)",,,,,,,,,"(40.729082, -73.993494)"
13,,40.729264,-73.984357,Iggy's Pizzeria ,,wikivoyage,red,"173 First Ave., East Village ",https://www.iggyspizzeriamenu.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Stand-in for '''Mario's Pizza''', Jerry and George's old high-school hangout where the latter's high score on ""The Frogger"" machine still stood all those years later. Jerry and George's visit to Mario's was on the cusp of its closure, but its counterpart Iggy's is still in business as of December 2018 — for anyone who wants to recreate George's daring traverse of First Avenue, you'll be disappointed to know their arcade machines are probably not for sale.","(40.729264, -73.984357)",,,,,,,,,"(40.729264, -73.984357)"
12,,40.73027,-74.003165,Flash Foto ,,wikivoyage,red,"31 Carmine St., Greenwich Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"After George discovers himself in the background of a photo his new boss, Mr. Kruger, took with his family at the beach, he absconds out of his office with it and takes it here to have his image airbrushed out — with disastrous results. Closed, now a restaurant.","(40.73027, -74.003165)",,,,,,,,,"(40.73027, -74.003165)"
11,,40.730454,-74.000391,Bleecker Bob's ,,wikivoyage,red,"118 W. 3rd St., Greenwich Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"This legendary record shop was the ''Seinfeld'' stand-in for '''Ron's Records''', where Kramer and Newman flatly refused the owner's offer of five dollars for a box of records Jerry took from the apartment of Sid, ""The Old Man"" for whom he'd signed up to do volunteer work. (""'Take it or leave it'? We got Al Jolson here. ''Al Jolson!''"") Closed in 2013, now a sushi restaurant.","(40.730454, -74.000391)",,,,,,,,,"(40.730454, -74.000391)"
9,,40.731375,-74.002545,Pó ,,wikivoyage,red,"31 Cornelia St., Greenwich Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"Where, in a desperate attempt to prove to his girlfriend Janet that he likes her for more than just her looks, George strains to find any conceivable reason for them to be together — and the best he can come up with is their shared love of chewing gum. The restaurant once co-owned by celebrity chef Mario Batali closed in 2017, but if you're hungry for Indian food, check out its successor, the West Village branch location of '''[http://www.drunkenmunkey.com The Drunken Munkey]'''.","(40.731375, -74.002545)",,,,,,,,,"(40.731375, -74.002545)"
8,,40.732064,-73.989902,Cooper Station Post Office ,,wikivoyage,red,"93 Fourth Ave., [[Manhattan/East Village",https://tools.usps.com/go/POLocatorDetailsAction!input.action?locationTypeQ,Filming locations and places featured on the show_New York City_Manhattan,"The ''Seinfeld'' writers' favorite place to have characters get interrogated under hot lights: first Kramer in ""The Junk Mail"", who has the audacity to want to stop receiving mail altogether, then Jerry, for attempted mail fraud in ""The Package"", and finally George, who's accused of participating in ""some ill-conceived mail-order pornography ring."".","(40.732064, -73.989902)",,,,,,,,,"(40.732064, -73.989902)"
7,,40.732527,-73.993811,Sunshine Cleaners ,,wikivoyage,red,"51 University Place #3, Greenwich Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"Where Jerry's girlfriend Meryl poses as ""The Wife"" to save money on dry cleaning. Still open as of December 2018, but no word on whether the 25% family discount policy is still in effect!","(40.732527, -73.993811)",,,,,,,,,"(40.732527, -73.993811)"
6,,40.732563,-73.983678,Bowen Fertility Clinic ,,wikivoyage,red,"320 E. 15th St., Gramercy ", ,Filming locations and places featured on the show_New York City_Manhattan,"Where the results of Kramer's fertility test inspire him to switch from briefs to boxers, and finally to no underwear at all. Closed; now a student residence hall for '''The New School'''.","(40.732563, -73.983678)",,,,,,,,,"(40.732563, -73.983678)"
5,,40.733126,-73.996003,24 Fifth Avenue ,,wikivoyage,red,Greenwich Village , ,Filming locations and places featured on the show_New York City_Manhattan,"The elegant apartment of Mr. and Mrs. Ross, Susan's parents, and location of the many interminable Susan Ross Foundation meetings George is forced to sit through in Seasons 8 and 9.","(40.733126, -73.996003)",,,,,,,,,"(40.733126, -73.996003)"
4,,40.733175,-73.993647,Bradley's ,,wikivoyage,red,"70 University Place, Greenwich Village ", ,Filming locations and places featured on the show_New York City_Manhattan,"Old jazz club where Elaine's saxophonist boyfriend bombs onstage with a rendition of ""Hot and Heavy"", a song he wrote for her. Closed in 1996, only a few months after the episode aired. Now a bar with an entirely different clientele: '''[http://www.reservoirbar.com/ Reservoir]''', catering to football fans from nearby NYU.","(40.733175, -73.993647)",,,,,,,,,"(40.733175, -73.993647)"
3,,40.734391,-73.982999,NYU Hospital for Joint Diseases ,,wikivoyage,red,"301 E. 17th St., Gramercy ",https://nyulangone.org/locations/nyu-langone-orthopedic-hospital ,Filming locations and places featured on the show_New York City_Manhattan,"The scene of the alleged theft of Morty's wallet, who was in from out of town to see a specialist for his bad back.","(40.734391, -73.982999)",,,,,,,,,"(40.734391, -73.982999)"
2,,40.734725,-73.992995,New York Health and Racquet Club ,,wikivoyage,red,"24 E. 13th St., Greenwich Village ",https://nyhrc.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Jerry and George's favorite health club, where the latter is caught peeing in the shower in ""The Wife"", and the former, curious to know if his girlfriend has breast implants, enlists Elaine to get in the sauna with her and ""do a little investigative journalism"".","(40.734725, -73.992995)",,,,,,,,,"(40.734725, -73.992995)"
1,,40.735631,-73.997216,"Alvin Johnson/J.M. Kaplan Hall, New School for Social Research ",,wikivoyage,red,"66 W. 12th St., [[Manhattan/Greenwich Village",https://www.newschool.edu/ ,Filming locations and places featured on the show_New York City_Manhattan,"Site of the art class in ""The Doodle"" attended by Elaine and Paula, George's girlfriend, whose unflattering caricature of him leaves George vexed.","(40.735631, -73.997216)",,,,,,,,,"(40.735631, -73.997216)"
0,,40.736259,-73.98896,Surgical Appliances ,,wikivoyage,red,44 [[Manhattan/Gramercy Flatiron, ,Filming locations and places featured on the show_New York City_Manhattan,"Medical supply shop where George and Kramer go to pick up a new wheelchair for Lola, a handicapped woman that the latter has fallen in love with. As is George's wont, they picked the cheapest model possible, with predictably disastrous results. Closed, now a plumbing and heating contractor.","(40.736259, -73.98896)",,,,,,,,,"(40.736259, -73.98896)"
18,,40.7365,-73.9867,Pete's Tavern ,,wikivoyage,red,"129 E. 18th St., [[Manhattan/Gramercy Flatiron",http://www.petestavern.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"""The Tavern O. Henry Made Famous"" is also the tavern where Kramer stakes out ""The Sniffing Accountant"" — Jerry's, whose constant habit makes Kramer suspect he's a cocaine addict.","(40.7365, -73.9867)",,,,,,,,,"(40.7365, -73.9867)"
17,,40.739386,-73.998824,Thomasville Furniture ,,wikivoyage,red,"91 Seventh Ave., Chelsea ", ,Filming locations and places featured on the show_New York City_Manhattan,"Where Jerry buys ""The Couch"" that Poppie ends up peeing on. Closed, but if you were hoping to take this opportunity to make like Jerry and upgrade your living room, you're in luck: the building is now the Chelsea branch showroom of '''[https://www.jensen-lewis.com/ Jensen-Lewis Furniture]'''.","(40.739386, -73.998824)",,,,,,,,,"(40.739386, -73.998824)"
16,,40.740251,-73.988222,Bolo ,,wikivoyage,red,"23 E. 22nd St., Flatiron District ", ,Filming locations and places featured on the show_New York City_Manhattan,"Chef Bobby Flay's Spanish tapas house was the scene of three vexing dinners for the ''Seinfeld'' gang: one where Kramer chaperoned Miss Rhode Island's date with Jerry, to the latter's annoyance, and secured a job as her personal coach; one where George takes his cousin Rhisa on a date to get back at his parents for ""cutting him loose"", and Jerry's second date with Christie, who always seems to wear the same outfit (""What in God's name is going on here? Is she wearing the same thing over and over again, or does she have a closet full of these, like Superman?""). Closed in 2008 and demolished, with luxury condos occupying the site now.","(40.740251, -73.988222)",,,,,,,,,"(40.740251, -73.988222)"
15,,40.741317,-74.004881,Old Homestead Steakhouse ,,wikivoyage,red,"56 Ninth Ave., Chelsea ",https://www.theoldhomesteadsteakhouse.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"One of the oldest continually operating restaurants in New York, where, on a date with Elaine's cousin Holly, Jerry's manhood is called into question when he orders ""just a salad"". ","(40.741317, -74.004881)",,,,,,,,,"(40.741317, -74.004881)"
14,,40.741666,-74.001383,Camouflage Clothing ,,wikivoyage,red,"139 Eighth Ave., Chelsea ", ,Filming locations and places featured on the show_New York City_Manhattan,"Stand-in for '''Ross's''', a discount clothing store owned by a relative of Susan's where George takes pity on a security guard with no chair to sit in. Closed in 2014, now a '''Caffé Bene''' coffeeshop.","(40.741666, -74.001383)",,,,,,,,,"(40.741666, -74.001383)"
12,,40.742779,-73.998601,New York Police Department — 10th Precinct ,,wikivoyage,red,"230 W. 20th St., Chelsea ", ,Filming locations and places featured on the show_New York City_Manhattan,"Where Kramer finds a way to earn quick money by standing in police lineups only to get falsely recognized as a jewelry store thief; where Frank comes to bail out George after his arrest for bootlegging ''Cry, Cry Again'' and ends up challenging Elaine to a fight (""You sayin' you want a piece of me?"")","(40.742779, -73.998601)",,,,,,,,,"(40.742779, -73.998601)"
11,,40.74283,-73.992149,Masonic Hall NYC ,,wikivoyage,red,"71 W. 23rd St., [[Manhattan/Gramercy Flatiron",http://www.masonichallnyc.org/ ,Filming locations and places featured on the show_New York City_Manhattan,"Stood in for the '''Knights of Columbus''' hall that hosted Kramer's Jewish Singles Night, where Frank put his cooking skills to use for the first time since sickening his entire squadron with spoiled meat during the Korean War.","(40.74283, -73.992149)",,,,,,,,,"(40.74283, -73.992149)"
10,,40.744068,-74.002861,Downtown Veterinary Clinic ,,wikivoyage,red,"148 Ninth Ave., Chelsea ",http://www.downtownveterinaryclinic.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"""I'll take a vet over an M.D. any day. They've got to be able to cure a lizard, a chicken, a pig, a frog — all on the same day."" In ""The Andrea Doria"", true to his words, Kramer finds a dog with the same cough he has and gets a vet from this office to prescribe medication. Later the site of the emergency surgery that saves the life of the squirrel George hit with his car in ""The Merv Griffin Show"". The clinic moved up the street to 244 Ninth Ave.; this former location is vacant and for lease.","(40.744068, -74.002861)",,,,,,,,,"(40.744068, -74.002861)"
9,,40.747461,-73.985038,Hunan Fifth Avenue ,,wikivoyage,red,"323 Fifth Ave., [[Manhattan/Gramercy Flatiron", ,Filming locations and places featured on the show_New York City_Manhattan,"""The Chinese Restaurant"" where the gang waited... and waited... and waited for a table. The experience must not have put them off the place too much, though, as they would return to it several times over the course of the series: it's where George discovers Jerry's new deaf girlfriend can read lips in ""The Lip Reader"", the venue for Jerry and George's double date in ""The Masseuse"", and where George shares an awkward dinner with Mr. Peterman in ""The Secret Code"". Closed in 2007, now a bank.","(40.747461, -73.985038)",,,,,,,,,"(40.747461, -73.985038)"
8,,40.748315,-73.995548,Catch a Rising Star (second location) ,,wikivoyage,red,"253 W. 28th St., Chelsea ",https://www.catcharisingstar.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Where, at an NBC showcase, Jerry intentionally bombs on stage to keep Kenny Bania, who's on next, from riding his coattails (""He only does well when he has me for a lead-in. He's a time-slot hit."") Catch a Rising Star moved here from the [[#CARS","(40.748315, -73.995548)",,,,,,,,,"(40.748315, -73.995548)"
7,,40.750192,-73.977356,Collectors Universe ,,wikivoyage,red,"124 E. 40th St., Murray Hill ", ,Filming locations and places featured on the show_New York City_Manhattan,"Collectibles shop to whom Kramer sells, for $200, a birthday card signed by the whole New York Yankees roster, with ""The Wink"" signifying George's permission — or so he thought. Closed, now a hair salon.","(40.750192, -73.977356)",,,,,,,,,"(40.750192, -73.977356)"
5,,40.751337,-73.977827,101 Park Avenue ,,wikivoyage,red,[[Manhattan/Midtown East,https://www.101park.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"'''Kruger Industrial Smoothing''' — George's incompetent employer for most of the final season, who ""botched the Statue of Liberty job"" (""they couldn't get the green stuff off"") — was headquartered here.","(40.751337, -73.977827)",,,,,,,,,"(40.751337, -73.977827)"
4,,40.752538,-73.973794,Commerce Building ,,wikivoyage,red,"708 Third Ave., Turtle Bay ", ,Filming locations and places featured on the show_New York City_Manhattan,"Fictional rest-stop supply company '''Sanalac''', headquartered here, would love to offer George a job. But, of course...","(40.752538, -73.973794)",,,,,,,,,"(40.752538, -73.973794)"
3,,40.752583,-73.973391,Off-Track Betting ,,wikivoyage,red,"714 Third Ave., [[Manhattan/Midtown East", ,Filming locations and places featured on the show_New York City_Manhattan,"After overhearing a horse racing tip on ""The Subway"", Kramer hurries into this betting parlor and wins $18,000 on a long-shot wager. The location is now a '''Wendy's'''.","(40.752583, -73.973391)",,,,,,,,,"(40.752583, -73.973391)"
1,,40.754755,-73.990107,Zohra Fabrics ,,wikivoyage,red,"256 W. 39th St., Garment District ", ,Filming locations and places featured on the show_New York City_Manhattan,"Workplace of Ricky, the creepy guy who was infatuated with Elaine after meeting her on the subway: he's a mannequin designer, and his new bestselling model is a dead ringer for Elaine. Closed, now the site of a different fabric wholesaler.","(40.754755, -73.990107)",,,,,,,,,"(40.754755, -73.990107)"
0,,40.755582,-73.982815,The Hippodrome ,,wikivoyage,red,"1120 Avenue of the Americas, Midtown East ",http://hippodrome.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Where Jackie Chiles, superlawyer extraordinaire who bears more than a passing resemblance to a certain member of O.J. Simpson's ""Dream Team"", kept his office.","(40.755582, -73.982815)",,,,,,,,,"(40.755582, -73.982815)"
20,,40.755833,-73.984722,The Town Hall ,,wikivoyage,red,"123 W. 43rd St., Theater District ",http://thetownhall.org/ ,Filming locations and places featured on the show_New York City_Manhattan,"Theater where the titular performance of ''Pagliacci'' in ""The Opera"" was staged, to which all four have tickets for opening night. Jerry helps Elaine dodge her boyfriend/stalker, ""Crazy"" Joe Davola, while George and Kramer try to scalp their tickets.","(40.755833, -73.984722)",,,,,,,,,"(40.755833, -73.984722)"
19,,40.7575,-73.9778,Brentano's ,,wikivoyage,red,"597 Fifth Ave., Midtown East ",https://landmarkbranding.com/597-fifth-avenue-the-charles-scribner-sons-building/ ,Filming locations and places featured on the show_New York City_Manhattan,"""The Bookstore"" where Uncle Leo is caught shoplifting, and where George is forced to buy a book he doesn't want (and can't get rid of, as it's been ""flagged"") after taking it to read in the men's room. (This was another continuity error on the writers' part: this location of Brentano's had already been closed for two years by the time the episode aired in 1998. The space is now a '''Lululemon''' clothing store.)","(40.7575, -73.9778)",,,,,,,,,"(40.7575, -73.9778)"
18,,40.757849,-73.987583,Sardi's ,,wikivoyage,red,"234 W. 44th St., Theater District ",http://www.sardis.com/ ,Filming locations and places featured on the show_New York City_Manhattan,"Where Kramer, at the Tony Awards afterparty fresh off his ""win"" for the fictional ''Scarsdale Surprise'', is given an ultimatum by the musical's director: he can keep the statuette, but he has to be the one to fire the notoriously hotheaded Raquel Welch from the performance.","(40.757849, -73.987583)",,,,,,,,,"(40.757849, -73.987583)"
17,,40.75839,-73.98802,Majestic Theatre ,,wikivoyage,red,"245 W. 44th St., Theater District ",http://shubert.nyc/theatres/majestic/ ,Filming locations and places featured on the show_New York City_Manhattan,"In Season 7, Kramer got a personal behind-the-scenes tour of the Majestic's production of ''Joseph and the Amazing Technicolor Dreamcoat'' courtesy of Ethan, a friend of Susan's who was ""The Wig Master"" for the troupe.","(40.75839, -73.98802)",,,,,,,,,"(40.75839, -73.98802)"
